Key;Year;HS92-4;HS92-4 Short Label;HS92-2;HS92-2 Short Label;HS92 Section;WB-CapitalType;BEC4-3;BEC4-3 Label;NACE-4;NACE-4 Labels;Nace-2 Label;Chemical Vertical;PCI;RCA;Export (Real Value USD);Import  (Real Value USD);Norm PCI;Norm RCA;Share Export;Share Export Sector;Global Export HS92 Sector;Ro Export HS92 Sector;Ro Import HS92 Sector;Weight Export per Sector;Weight Import per Sector; PCI Export per Sector; PCI Import per Sector;Norm PCI per Sector;RCA Export per Sector;RCA Export;Norm RCA Export per Sector
1962 Chemicals;1962;2804 HS92;Silicon & rare gases;28 HS92;Inorganic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Inorganic Processing Inputs;-0.616837418;0.45855138;329,880;720,741;36.16932323;4.605262427;0.00004237%;0.00050242%;65658269729;21926738;180713744;0.015044645;0.0039883;-0.0092801;-0.002460134;0.544154646;0.006898743;0.000132879;0.069284541
1962 Chemicals;1962;2811 HS92;Other inorganic acids;28 HS92;Inorganic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Inorganic Processing Inputs;0.150122818;0.07910727;40,788;1,294,478;52.54794715;0.794479646;0.00000524%;0.00006212%;65658269729;21926738;180713744;0.001860195;0.0071631;0.000279258;0.001075351;0.097749408;0.000147155;2.83439E-06;0.001477887
1962 Chemicals;1962;2812 HS92;Halides of nonmetals;28 HS92;Inorganic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Inorganic Processing Inputs;0.881780345;;0;6,349;68.17267307;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0000351;;3.09795E-05;;;;
1962 Chemicals;1962;2821 HS92;Iron oxides and hydroxides;28 HS92;Inorganic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Inorganic Processing Inputs;-0.394012764;0.49151993;766,681;3,061,842;40.92779836;4.936367798;0.00009848%;0.00116768%;65658269729;21926738;180713744;0.034965575;0.0169430;-0.013776883;-0.006675778;1.431063999;0.017186277;0.000331029;0.172602938
1962 Chemicals;1962;2825 HS92;Metal base oxides, n.e.c.;28 HS92;Inorganic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Inorganic Processing Inputs;-0.185669543;0.84713054;550,483;354,392;45.37701893;8.507789131;0.00007071%;0.00083841%;65658269729;21926738;180713744;0.025105558;0.0019611;-0.004661338;-0.000364111;1.139215396;0.021267685;0.000409643;0.213592796
1962 Chemicals;1962;2833 HS92;Sulfates;28 HS92;Inorganic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Inorganic Processing Inputs;-0.013291051;2.4314373;2,459,676;753,675;49.05820391;24.41908874;0.00031595%;0.00374618%;65658269729;21926738;180713744;0.112177014;0.0041705;-0.00149095;-5.54309E-05;5.503202837;0.272751377;0.005253536;2.739260465
1962 Chemicals;1962;2836 HS92;Carbonates;28 HS92;Inorganic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Inorganic Processing Inputs;-0.013291051;2.5406303;3,298,813;969,287;49.05820391;25.5157214;0.00042373%;0.00502422%;65658269729;21926738;180713744;0.150447048;0.0053637;-0.001999599;-7.12887E-05;7.380661949;0.382230328;0.00736224;3.838764958
1962 Chemicals;1962;2843 HS92;Compounds of precious metals;28 HS92;Inorganic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Inorganic Processing Inputs;-0.013291051;2.925772;839,131;215,612;49.05820391;29.38372547;0.00010779%;0.00127803%;65658269729;21926738;180713744;0.03826976;0.0011931;-0.000508645;-1.58577E-05;1.877445688;0.111968592;0.002156657;1.12450812
1962 Chemicals;1962;2844 HS92;Uranium;28 HS92;Inorganic chemicals;Chemicals;Raw materials: Industrial;210;Primary, Mainly for industry;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Nuclear and Radioactive Materials;0.084870258;;0;194,629;51.15446273;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0010770;;9.14054E-05;;;;
1962 Chemicals;1962;2853 HS92;Phosphides (excluding ferrophosphorus);28 HS92;Inorganic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;0.00;0.00;0.00;Organic Petrochemical Intermediates;-0.013291051;1.2920508;1,514,618;746,259;49.05820391;12.9761533;0.00019455%;0.00230682%;65658269729;21926738;180713744;0.069076303;0.0041295;-0.000918097;-5.48855E-05;3.388759363;0.089250093;0.00171907;0.896344698
1962 Chemicals;1962;2901 HS92;Acyclic hydrocarbons;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Organic Petrochemical Intermediates;0.35484785;1.7683275;703,361;218,733;56.91990042;17.75943231;0.00009035%;0.00107125%;65658269729;21926738;180713744;0.032077776;0.0012104;0.01138273;0.000429502;1.825863842;0.056724014;0.001092576;0.5696831
1962 Chemicals;1962;2902 HS92;Cyclic hydrocarbons;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Organic Petrochemical Intermediates;0.35484785;1.7683275;703,361;218,733;56.91990042;17.75943231;0.00009035%;0.00107125%;65658269729;21926738;180713744;0.032077776;0.0012104;0.01138273;0.000429502;1.825863842;0.056724014;0.001092576;0.5696831
1962 Chemicals;1962;2903 HS92;Halogenated derivatives of hydrocarbons;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Organic Petrochemical Intermediates;0.35484785;1.7683275;703,361;218,733;56.91990042;17.75943231;0.00009035%;0.00107125%;65658269729;21926738;180713744;0.032077776;0.0012104;0.01138273;0.000429502;1.825863842;0.056724014;0.001092576;0.5696831
1962 Chemicals;1962;2904 HS92;Sulfonated, nitrated derivatives of hydrocarbons;29 HS92;Organic chemicals;Chemicals;Intermediate goods;220;Processed, Mainly for industry;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Organic Petrochemical Intermediates;0.35484785;1.7683275;703,361;218,733;56.91990042;17.75943231;0.00009035%;0.00107125%;65658269729;21926738;180713744;0.032077776;0.0012104;0.01138273;0.000429502;1.825863842;0.056724014;0.001092576;0.5696831
1962 Chemicals;1962;2905 HS92;Acyclic alcohols;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Organic Petrochemical Intermediates;-0.198941304;0.7493097;517,376;1,279,893;45.09359722;7.525367839;0.00006646%;0.00078798%;65658269729;21926738;180713744;0.023595667;0.0070824;-0.004694153;-0.001408988;1.064013487;0.017680462;0.000340548;0.177566071
1962 Chemicals;1962;2906 HS92;Cyclic alcohols;29 HS92;Organic chemicals;Chemicals;Intermediate goods;220;Processed, Mainly for industry;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Organic Petrochemical Intermediates;-0.198941304;0.7493097;517,376;1,279,893;45.09359722;7.525367839;0.00006646%;0.00078798%;65658269729;21926738;180713744;0.023595667;0.0070824;-0.004694153;-0.001408988;1.064013487;0.017680462;0.000340548;0.177566071
1962 Chemicals;1962;2907 HS92;Phenols, phenol-alcohols;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Organic Petrochemical Intermediates;-0.198941304;0.7493097;517,376;1,279,893;45.09359722;7.525367839;0.00006646%;0.00078798%;65658269729;21926738;180713744;0.023595667;0.0070824;-0.004694153;-0.001408988;1.064013487;0.017680462;0.000340548;0.177566071
1962 Chemicals;1962;2909 HS92;Ethers;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Organic Petrochemical Intermediates;0.940924972;;0;86,739;69.43572108;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0004800;;0.000451625;;;;
1962 Chemicals;1962;2912 HS92;Aldehydes;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Organic Petrochemical Intermediates;0.271524537;;0;1,171,874;55.14051063;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0064847;;0.001760755;;;;
1962 Chemicals;1962;2915 HS92;Saturated acyclic monocarboxylic acids;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Organic Petrochemical Intermediates;0.35484785;1.2151732;725,480;570,652;56.91990042;12.20406638;0.00009319%;0.00110493%;65658269729;21926738;180713744;0.033086545;0.0031578;0.011740689;0.001120527;1.883282837;0.040205883;0.000774416;0.40379039
1962 Chemicals;1962;2917 HS92;Polycarboxylic acids;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Organic Petrochemical Intermediates;0.35484785;1.2151732;725,480;570,652;56.91990042;12.20406638;0.00009319%;0.00110493%;65658269729;21926738;180713744;0.033086545;0.0031578;0.011740689;0.001120527;1.883282837;0.040205883;0.000774416;0.40379039
1962 Chemicals;1962;2918 HS92;Carboxylic acids with additional oxygen function;29 HS92;Organic chemicals;Chemicals;Intermediate goods;220;Processed, Mainly for industry;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Organic Petrochemical Intermediates;0.35484785;1.2151732;725,480;570,652;56.91990042;12.20406638;0.00009319%;0.00110493%;65658269729;21926738;180713744;0.033086545;0.0031578;0.011740689;0.001120527;1.883282837;0.040205883;0.000774416;0.40379039
1962 Chemicals;1962;2920 HS92;Esters of other inorganic acids of nonmetals;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Organic Petrochemical Intermediates;0.644807928;;0;48,062;63.11206899;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0002660;;0.000171491;;;;
1962 Chemicals;1962;2921 HS92;Amine-function compounds;29 HS92;Organic chemicals;Chemicals;Intermediate goods;220;Processed, Mainly for industry;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Organic Petrochemical Intermediates;0.528193432;0.046436705;25,721;359,211;60.62173783;0.466366959;0.00000330%;0.00003917%;65658269729;21926738;180713744;0.001173043;0.0019877;0.000619593;0.001049908;0.071111887;5.44722E-05;1.0492E-06;0.000547068
1962 Chemicals;1962;2922 HS92;Oxygen-function amino-compounds;29 HS92;Organic chemicals;Chemicals;Intermediate goods;220;Processed, Mainly for industry;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Bio-Organic Intermediates;0.528193432;0.046436705;25,721;359,211;60.62173783;0.466366959;0.00000330%;0.00003917%;65658269729;21926738;180713744;0.001173043;0.0019877;0.000619593;0.001049908;0.071111887;5.44722E-05;1.0492E-06;0.000547068
1962 Chemicals;1962;2924 HS92;Carboxyamide-function compounds;29 HS92;Organic chemicals;Chemicals;Intermediate goods;220;Processed, Mainly for industry;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Organic Petrochemical Intermediates;0.528193432;0.046436705;25,721;359,211;60.62173783;0.466366959;0.00000330%;0.00003917%;65658269729;21926738;180713744;0.001173043;0.0019877;0.000619593;0.001049908;0.071111887;5.44722E-05;1.0492E-06;0.000547068
1962 Chemicals;1962;2929 HS92;Isocyanates;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Bio-Organic Intermediates;0.528193432;0.046436705;25,721;359,211;60.62173783;0.466366959;0.00000330%;0.00003917%;65658269729;21926738;180713744;0.001173043;0.0019877;0.000619593;0.001049908;0.071111887;5.44722E-05;1.0492E-06;0.000547068
1962 Chemicals;1962;2930 HS92;Organo-sulfur compounds;29 HS92;Organic chemicals;Chemicals;Intermediate goods;220;Processed, Mainly for industry;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Bio-Organic Intermediates;0.307226966;0.633616;268,004;644,928;55.90294476;6.36344821;0.00003443%;0.00040818%;65658269729;21926738;180713744;0.012222703;0.0035688;0.003755144;0.001096426;0.683285074;0.0077445;0.000149169;0.077778536
1962 Chemicals;1962;2931 HS92;Other organo-inorganic compounds;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Bio-Organic Intermediates;0.307226966;0.633616;268,004;644,928;55.90294476;6.36344821;0.00003443%;0.00040818%;65658269729;21926738;180713744;0.012222703;0.0035688;0.003755144;0.001096426;0.683285074;0.0077445;0.000149169;0.077778536
1962 Chemicals;1962;2934 HS92;Nucleic acids and their salts;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Bio-Organic Intermediates;0.307226966;0.633616;268,004;644,928;55.90294476;6.36344821;0.00003443%;0.00040818%;65658269729;21926738;180713744;0.012222703;0.0035688;0.003755144;0.001096426;0.683285074;0.0077445;0.000149169;0.077778536
1962 Chemicals;1962;2935 HS92;Sulfonamides;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Bio-Organic Intermediates;0.307226966;0.633616;268,004;644,928;55.90294476;6.36344821;0.00003443%;0.00040818%;65658269729;21926738;180713744;0.012222703;0.0035688;0.003755144;0.001096426;0.683285074;0.0077445;0.000149169;0.077778536
1962 Chemicals;1962;2936 HS92;Vitamins;29 HS92;Organic chemicals;Chemicals;Intermediate goods;220;Processed, Mainly for industry;21.10;Manufacture of basic pharmaceutical products;Manufacture of basic pharmaceutical products and pharmaceutical preparations;Bio-pharma;0.440314668;;0;738,084;58.74506527;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0040843;;0.001798365;;;;
1962 Chemicals;1962;2937 HS92;Hormones;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;21.10;Manufacture of basic pharmaceutical products;Manufacture of basic pharmaceutical products and pharmaceutical preparations;Pharmaceuticals;0.289790637;;0;558,504;55.53058768;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0030905;;0.000895611;;;;
1962 Chemicals;1962;2938 HS92;Glycosides;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;21.10;Manufacture of basic pharmaceutical products;Manufacture of basic pharmaceutical products and pharmaceutical preparations;Bio-pharma;0.50555285;0.006491506;26,665;1,430,352;60.13824265;0.065194632;0.00000343%;0.00004061%;65658269729;21926738;180713744;0.001216095;0.0079150;0.0006148;0.004001458;0.073133826;7.89429E-06;1.52054E-07;7.92829E-05
1962 Chemicals;1962;2939 HS92;Vegetable alkaloids;29 HS92;Organic chemicals;Chemicals;Intermediate goods;220;Processed, Mainly for industry;21.10;Manufacture of basic pharmaceutical products;Manufacture of basic pharmaceutical products and pharmaceutical preparations;Bio-pharma;0.338196756;;0;226,180;56.56431222;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0012516;;0.000423285;;;;
1962 Chemicals;1962;2941 HS92;Antibiotics;29 HS92;Organic chemicals;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;21.10;Manufacture of basic pharmaceutical products;Manufacture of basic pharmaceutical products and pharmaceutical preparations;Pharmaceuticals;0.566139128;;0;1,035,598;61.43207747;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0057306;;0.003244316;;;;
1962 Chemicals;1962;3004 HS92;Medicaments, packaged;30 HS92;Pharmaceutical products;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;21.10;Manufacture of basic pharmaceutical products;Manufacture of basic pharmaceutical products and pharmaceutical preparations;Pharmaceuticals;0.500080739;0.013638968;78,429;6,759,161;60.02138437;0.136977075;0.00001007%;0.00011945%;65658269729;21926738;180713744;0.003576866;0.0374026;0.001788722;0.018704312;0.214688439;4.87848E-05;9.39656E-07;0.000489949
1962 Chemicals;1962;3006 HS92;Pharmaceutical goods;30 HS92;Pharmaceutical products;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;21.10;Manufacture of basic pharmaceutical products;Manufacture of basic pharmaceutical products and pharmaceutical preparations;Pharmaceuticals;-0.119056722;0.03269578;17,405;188,052;46.79955206;0.328365923;0.00000224%;0.00002651%;65658269729;21926738;180713744;0.00079378;0.0010406;-9.45048E-05;-0.000123891;0.037148535;2.59532E-05;4.99892E-07;0.00026065
1962 Chemicals;1962;3101 HS92;Animal or vegetable fertilizers;31 HS92;Fertilisers;Chemicals;Raw materials: Industrial;210;Primary, Mainly for industry;1.41;Raising of dairy cattle;Crop and animal production, hunting and related service activities;Agriculture and Fertilizers;-1.140543454;;0;0;24.9854524;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0000000;;;;;;
1962 Chemicals;1962;3102 HS92;Nitrogenous fertilizers;31 HS92;Fertilisers;Chemicals;Raw materials: Industrial;210;Primary, Mainly for industry;20.15;Manufacture of fertilisers and nitrogen compounds;Manufacture of chemicals and chemical products;Agriculture and Fertilizers;-0.909585989;0.003072954;25,721;359,211;29.9176057;0.030861884;0.00000330%;0.00003917%;65658269729;21926738;180713744;0.001173043;0.0019877;-0.001066983;-0.001808016;0.035094629;3.60471E-06;6.94312E-08;3.62023E-05
1962 Chemicals;1962;3103 HS92;Phosphatic fertilizers;31 HS92;Fertilisers;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.15;Manufacture of fertilisers and nitrogen compounds;Manufacture of chemicals and chemical products;Agriculture and Fertilizers;-0.497686209;;0;0;38.71382651;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0000000;;;;;;
1962 Chemicals;1962;3104 HS92;Potassic fertilizers;31 HS92;Fertilisers;Chemicals;Raw materials: Industrial;210;Primary, Mainly for industry;20.15;Manufacture of fertilisers and nitrogen compounds;Manufacture of chemicals and chemical products;Agriculture and Fertilizers;-0.066967946;;0;31,749;47.91192065;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0001757;;-1.17654E-05;;;;
1962 Chemicals;1962;3105 HS92;Mixed fertilizers;31 HS92;Fertilisers;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.15;Manufacture of fertilisers and nitrogen compounds;Manufacture of chemicals and chemical products;Agriculture and Fertilizers;0.024151115;;0;0;49.85779054;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0000000;;;;;;
1962 Chemicals;1962;3201 HS92;Vegetable tanning extracts;32 HS92;Dyes, paints, inks, etc.;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Bio-Organic Intermediates;-1.664890319;;0;1,822,559;13.78789651;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0100853;;-0.01679098;;;;
1962 Chemicals;1962;3202 HS92;Synthetic tanning substances;32 HS92;Dyes, paints, inks, etc.;Chemicals;Intermediate goods;220;Processed, Mainly for industry;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Dyes and Pigments;1.319095418;;0;122,770;77.51164369;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0006794;;0.000896143;;;;
1962 Chemicals;1962;3204 HS92;Synthetic organic coloring matter;32 HS92;Dyes, paints, inks, etc.;Chemicals;Intermediate goods;220;Processed, Mainly for industry;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Dyes and Pigments;0.427329858;0.9050583;2,825,365;21,907,288;58.46777147;9.08956153;0.00036292%;0.00430314%;65658269729;21926738;180713744;0.12885478;0.1212265;0.055063495;0.051803687;7.533851827;0.116621088;0.00224627;1.171233451
1962 Chemicals;1962;3206 HS92;Other coloring matter;32 HS92;Dyes, paints, inks, etc.;Chemicals;Intermediate goods;220;Processed, Mainly for industry;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Dyes and Pigments;0.193099828;;0;1,066,416;53.46573174;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0059011;;0.001139508;;;;
1962 Chemicals;1962;3207 HS92;Prepared pigments;32 HS92;Dyes, paints, inks, etc.;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.30;Manufacture of paints, varnishes and similar coatings, printing ink and mastics;Manufacture of chemicals and chemical products;Dyes and Pigments;0.387442574;;0;2,510,767;57.61596874;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0138936;;0.005382978;;;;
1962 Chemicals;1962;3208 HS92;Paints and varnishes, nonaqueous;32 HS92;Dyes, paints, inks, etc.;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.30;Manufacture of paints, varnishes and similar coatings, printing ink and mastics;Manufacture of chemicals and chemical products;Coatings and Adhesives;0.387442574;;0;2,510,767;57.61596874;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0138936;;0.005382978;;;;
1962 Chemicals;1962;3215 HS92;Ink;32 HS92;Dyes, paints, inks, etc.;Chemicals;Intermediate goods;220;Processed, Mainly for industry;20.30;Manufacture of paints, varnishes and similar coatings, printing ink and mastics;Manufacture of chemicals and chemical products;Coatings and Adhesives;0.956058144;;0;241,796;69.75889368;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0013380;;0.001279211;;;;
1962 Chemicals;1962;3301 HS92;Essential oils;33 HS92;Essential oils;Chemicals;Intermediate goods;220;Processed, Mainly for industry;20.51;Manufacture of explosives;Manufacture of chemicals and chemical products;Bio-Organic Intermediates;-1.626024084;0.041805852;58,155;1,368,779;14.61789449;0.41985899;0.00000747%;0.00008857%;65658269729;21926738;180713744;0.002652241;0.0075743;-0.004312608;-0.012315984;0.038770183;0.000110879;2.13567E-06;0.001113567
1962 Chemicals;1962;3302 HS92;Mixtures of odoriferous subtances;33 HS92;Essential oils;Chemicals;Intermediate goods;220;Processed, Mainly for industry;20.51;Manufacture of explosives;Manufacture of chemicals and chemical products;Cosmetics and Personal Care;0.764498188;;0;286,625;65.66808384;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0015861;;0.001212549;;;;
1962 Chemicals;1962;3303 HS92;Perfumes;33 HS92;Essential oils;Chemicals;Intermediate goods;220;Processed, Mainly for industry;20.41;Manufacture of soap and detergents, cleaning and polishing preparations;Manufacture of chemicals and chemical products;Cosmetics and Personal Care;-0.002548901;;0;583,910;49.28760515;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0032311;;-8.23584E-06;;;;
1962 Chemicals;1962;3401 HS92;Soap;34 HS92;Soaps, waxes, and paints;Chemicals;Consumer goods;630;Non-durable consumer goods;20.41;Manufacture of soap and detergents, cleaning and polishing preparations;Manufacture of chemicals and chemical products;Cosmetics and Personal Care;-0.270269625;;0;22,421;43.57036344;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0001241;;-3.35321E-05;;;;
1962 Chemicals;1962;3402 HS92;Cleaning products;34 HS92;Soaps, waxes, and paints;Chemicals;Intermediate goods;220;Processed, Mainly for industry;20.41;Manufacture of soap and detergents, cleaning and polishing preparations;Manufacture of chemicals and chemical products;Cosmetics and Personal Care;0.941829872;;0;1,124,084;69.45504544;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0062202;;0.005858414;;;;
1962 Chemicals;1962;3405 HS92;Polishes and creams;34 HS92;Soaps, waxes, and paints;Chemicals;Consumer goods;630;Non-durable consumer goods;20.41;Manufacture of soap and detergents, cleaning and polishing preparations;Manufacture of chemicals and chemical products;Cosmetics and Personal Care;0.325464217;;0;0;56.29240573;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0000000;;;;;;
1962 Chemicals;1962;3501 HS92;Casein;35 HS92;"Albuminoidals; modified starches; glues; enzymes";Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;10.51;Operation of dairies and cheese making;Manufacture of food products;Bio-Organic Intermediates;-0.758412131;;0;1,035,006;33.14596051;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0057273;;-0.004343671;;;;
1962 Chemicals;1962;3602 HS92;Prepared explosives, except gunpowder;36 HS92;Explosives;Chemicals;Agri-food goods;122;Processed, Mainly for household consumption;20.51;Manufacture of explosives;Manufacture of chemicals and chemical products;Explosives and Pyrotechnics;0.060639774;0.02836596;11,692;0;50.6370148;0.284881249;0.00000150%;0.00001781%;65658269729;21926738;180713744;0.00053323;0.0000000;3.2335E-05;;0.027001188;1.51256E-05;2.91338E-07;0.000151907
1962 Chemicals;1962;3603 HS92;Detonators;36 HS92;Explosives;Chemicals;Intermediate goods;220;Processed, Mainly for industry;20.51;Manufacture of explosives;Manufacture of chemicals and chemical products;Explosives and Pyrotechnics;0.342091446;;0;0;56.64748428;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0000000;;;;;;
1962 Chemicals;1962;3604 HS92;Fireworks;36 HS92;Explosives;Chemicals;Intermediate goods;220;Processed, Mainly for industry;20.51;Manufacture of explosives;Manufacture of chemicals and chemical products;Explosives and Pyrotechnics;0.156157022;;0;0;52.67680906;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0000000;;;;;;
1962 Chemicals;1962;3605 HS92;Matches;36 HS92;Explosives;Chemicals;Intermediate goods;322;Processed, Industrial supplies, n.e.s.;20.51;Manufacture of explosives;Manufacture of chemicals and chemical products;Explosives and Pyrotechnics;0.21126196;0.18535115;549,200;2,470,257;53.85358852;1.861494097;0.00007054%;0.00083645%;65658269729;21926738;180713744;0.025047045;0.0136694;0.005291488;0.002887834;1.348873271;0.004642499;8.94204E-05;0.046624927
1962 Chemicals;1962;3702 HS92;Photographic film in rolls;37 HS92;Photographic or cinematographic goods;Chemicals;Intermediate goods;322;Processed, Industrial supplies, n.e.s.;20.51;Manufacture of explosives;Manufacture of chemicals and chemical products;Media Products;0.747989229;;0;2,204,819;65.31553097;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0122006;;0.009125929;;;;
1962 Chemicals;1962;3706 HS92;Motion-picture film;37 HS92;Photographic or cinematographic goods;Chemicals;Intermediate goods;220;Processed, Mainly for industry;59.11;Motion picture, video and television programme production activities;Motion picture, video and television programme production, sound recording and music publishing activities;Media Products;-0.889779371;0.21784878;133,000;720,087;30.34058089;2.187869986;0.00001708%;0.00020256%;65658269729;21926738;180713744;0.006065654;0.0039847;-0.005397094;-0.003545489;0.184035457;0.001321395;2.54517E-05;0.013270862
1962 Chemicals;1962;3707 HS92;Chemical preparations for photographic uses;37 HS92;Photographic or cinematographic goods;Chemicals;Intermediate goods;220;Processed, Mainly for industry;20.11;Manufacture of industrial gases;Manufacture of chemicals and chemical products;Media Products;1.044941712;;0;56,224;71.65702407;;0.00000000%;0.00000000%;65658269729;21926738;180713744;;0.0003111;;0.000325104;;;;
